IRIS,REG,DEP,P14_POP,P14_POP0014
081050302,44,08,2638,361
081050401,44,08,2927,379
081050402,44,08,3227,427
081050501,44,08,2637,382
081050502,44,08,3498,668
081050601,44,08,1898,254
081050602,44,08,1991,363
081050701,44,08,2367,403
081050702,44,08,3041,648
081050801,44,08,1456,281
081050802,44,08,1563,422
081050803,44,08,3048,776
081050901,44,08,1937,232
081050902,44,08,1574,312
081051001,44,08,1746,278
081051002,44,08,2113,354
081060000,44,08,79,9
081070000,44,08,1424,312
081090000,44,08,152,24
081100000,44,08,162,22
081110000,44,08,765,209
081130000,44,08,474,92
081150000,44,08,571,102
081160000,44,08,1077,203
081170000,44,08,176,42
081190000,44,08,425,88
081200000,44,08,48,4
081210000,44,08,149,30
081220000,44,08,754,130
081230000,44,08,79,16
081240000,44,08,358,62
081250000,44,08,331,56
081260000,44,08,221,47
081280000,44,08,78,11
081300000,44,08,65,14
081310000,44,08,65,7
081320000,44,08,181,43
081330000,44,08,511,113
081340000,44,08,94,18
081350000,44,08,145,30
081360000,44,08,355,80
081370000,44,08,420,73
081380000,44,08,266,63
081390000,44,08,1066,171
081400000,44,08,1092,199
081410000,44,08,183,30
081420000,44,08,2214,402
081430000,44,08,85,18
081440000,44,08,85,26
081450000,44,08,2132,457
081460000,44,08,101,19
081470000,44,08,87,20
081480000,44,08,251,67
081490000,44,08,128,20
081500000,44,08,181,32
081510000,44,08,314,64
081520000,44,08,75,17
081530000,44,08,372,87
081540000,44,08,69,9
081550000,44,08,101,16
081560000,44,08,529,119
081580000,44,08,267,41
081590000,44,08,112,20
081600000,44,08,193,33
081610000,44,08,42,11
081620000,44,08,323,55
081630000,44,08,247,55
081640000,44,08,321,44
081650000,44,08,56,12
081660000,44,08,278,61
081670000,44,08,86,18
081680000,44,08,173,25
081690000,44,08,117,17
081700000,44,08,206,42
081710000,44,08,102,15
081720000,44,08,185,55
081730000,44,08,1162,230
081740000,44,08,2487,406
081750000,44,08,209,33
081760000,44,08,51,8
081780000,44,08,181,38
081790000,44,08,616,125
081800000,44,08,1664,322
081820000,44,08,60,7
081830000,44,08,1030,200
081840000,44,08,83,12
081850101,44,08,2086,294
081850102,44,08,1448,249
081860000,44,08,46,7
081870000,44,08,320,60
081880000,44,08,1086,178
081890000,44,08,144,26
081900101,44,08,1449,262
081900102,44,08,1856,300
081900103,44,08,3354,696
081910000,44,08,1078,210
081920000,44,08,96,15
081930000,44,08,266,70
081940000,44,08,911,153
081950000,44,08,346,75
081960000,44,08,88,14
081970000,44,08,47,4
081980000,44,08,583,90
081990000,44,08,853,206
082000000,44,08,183,39
082010000,44,08,91,18
082020000,44,08,529,90
082030000,44,08,312,64
082040000,44,08,91,13
082050000,44,08,77,26
082060000,44,08,384,82
082070000,44,08,244,50
082080000,44,08,149,24
082090000,44,08,460,77
082100000,44,08,108,21
082110000,44,08,752,139
082120000,44,08,503,109
082140000,44,08,462,76
082150000,44,08,35,3
082160000,44,08,297,61
082170000,44,08,102,20
082180000,44,08,1551,242
082190000,44,08,105,17
082200000,44,08,313,72
082220000,44,08,1943,334
082230000,44,08,107,23
082250000,44,08,197,48
082260000,44,08,204,50
082280000,44,08,204,46
082290000,44,08,150,33
082300000,44,08,376,86
082320000,44,08,400,67
082330000,44,08,52,12
082340000,44,08,91,15
082350000,44,08,413,54
082360000,44,08,280,66
082370000,44,08,692,128
082380000,44,08,91,16
082390000,44,08,1206,302
082400000,44,08,175,33
082420000,44,08,464,67
082430000,44,08,180,21
082440000,44,08,75,16
082450000,44,08,34,3
082460000,44,08,86,10
082470000,44,08,136,22
082480000,44,08,691,184
082490000,44,08,237,44
082500000,44,08,183,49
082510000,44,08,99,23
082520000,44,08,137,28
082540000,44,08,574,123
082550000,44,08,261,57
082560000,44,08,100,23
082570000,44,08,194,46
082590000,44,08,91,19
082600000,44,08,632,144
082620000,44,08,604,132
082630000,44,08,1165,216
082640000,44,08,511,125
082680000,44,08,69,16
082690000,44,08,86,23
082710000,44,08,92,12
082720000,44,08,61,15
082730000,44,08,60,3
082740000,44,08,101,10
082750000,44,08,174,41
082760000,44,08,776,152
082770000,44,08,142,36
082780000,44,08,98,21
082790000,44,08,52,14
082800000,44,08,75,16
082810000,44,08,442,86
082820000,44,08,1052,221
082830000,44,08,125,20
082840000,44,08,938,209
082860000,44,08,97,10
082870000,44,08,138,36
082880000,44,08,98,19
082890000,44,08,621,148
082910000,44,08,173,50
082930000,44,08,165,20
082940000,44,08,137,23
082950000,44,08,170,33
082960000,44,08,148,36
082970000,44,08,302,63
082980000,44,08,1650,292
083000000,44,08,16,3
083010000,44,08,67,9
083020000,44,08,2378,397
083030000,44,08,371,56
083040000,44,08,82,14
083050000,44,08,223,54
083060000,44,08,67,14
083070000,44,08,86,8
083080000,44,08,74,17
083090000,44,08,53,10
083100000,44,08,83,6
083110000,44,08,2350,391
083120000,44,08,173,39
083130000,44,08,118,31
083140000,44,08,767,187
083150000,44,08,60,11
083160000,44,08,1107,227
083170000,44,08,132,44
083180000,44,08,355,59
083190000,44,08,342,73
083200000,44,08,569,138
083210000,44,08,165,22
083220000,44,08,372,66
083230000,44,08,176,35
083240000,44,08,124,28
083250000,44,08,30,8
083260000,44,08,148,36
083270000,44,08,2196,375
083280101,44,08,2129,387
083280102,44,08,1988,289
083280103,44,08,1990,389
083290000,44,08,501,101
083300000,44,08,658,141
083310000,44,08,708,134
083320000,44,08,43,7
083330000,44,08,221,38
083340000,44,08,40,5
083350000,44,08,77,11
083360000,44,08,226,51
083380000,44,08,188,50
083390000,44,08,301,65
083400000,44,08,179,41
083410000,44,08,802,172
083420000,44,08,293,64
083430000,44,08,1203,257
083440000,44,08,142,37
083460000,44,08,1358,202
083470000,44,08,261,47
083480000,44,08,122,30
083490000,44,08,632,137
083500000,44,08,200,42
083510000,44,08,83,19
083520000,44,08,211,28
083530000,44,08,718,151
083540000,44,08,874,162
083550000,44,08,398,76
083560000,44,08,167,40
083570000,44,08,785,152
083580000,44,08,242,52
083600000,44,08,212,30
083610000,44,08,1723,355
083620101,44,08,2784,482
083620102,44,08,2907,493
083620103,44,08,2087,386
083630101,44,08,1732,251
083630102,44,08,1969,319
083630103,44,08,1809,331
083630104,44,08,1037,225
083630105,44,08,39,6
083640000,44,08,124,30
083650000,44,08,1418,305
083660000,44,08,676,117
083670000,44,08,2377,389
083680000,44,08,222,40
083690000,44,08,130,27
083700000,44,08,592,137
083710000,44,08,121,15
083720000,44,08,69,8
083730000,44,08,349,66
083740000,44,08,96,17
083750000,44,08,179,40
083760000,44,08,256,57
083770000,44,08,144,32
083780000,44,08,109,21
083790000,44,08,241,56
083800000,44,08,198,33
083810000,44,08,835,165
083820000,44,08,138,27
083830000,44,08,109,18
083840000,44,08,142,19
083850000,44,08,1130,192
083860000,44,08,256,69
083870000,44,08,173,48
083880000,44,08,355,54
083890000,44,08,382,60
083900000,44,08,81,15
083910000,44,08,999,197
083920000,44,08,221,39
083930000,44,08,66,9
083940000,44,08,75,11
083950000,44,08,134,18
083960000,44,08,120,12
083970000,44,08,49,12
083980000,44,08,84,12
083990000,44,08,137,32
084000000,44,08,521,102
084010000,44,08,225,56
084020000,44,08,739,195
084030000,44,08,1940,349
084040000,44,08,183,44
084050000,44,08,285,64
084060000,44,08,373,78
084070000,44,08,63,11
084080000,44,08,557,128
084090101,44,08,801,113
084090102,44,08,1921,405
084090201,44,08,1558,247
084090202,44,08,1364,234
084090301,44,08,2376,455
084090302,44,08,1607,306
084090303,44,08,1686,286
084090401,44,08,2304,435
084090402,44,08,1528,228
084090501,44,08,1556,265
084090502,44,08,1127,209
084100000,44,08,195,37
084110000,44,08,86,11
084120000,44,08,153,27
084130000,44,08,262,59
084150000,44,08,352,74
084160000,44,08,142,18
084170000,44,08,265,66
084180000,44,08,237,46
084190000,44,08,1357,252
084200000,44,08,1261,225
084210000,44,08,87,13
084220000,44,08,133,22
084240000,44,08,116,20
084250000,44,08,40,2
084260000,44,08,95,21
084270000,44,08,199,30
084280000,44,08,147,26
084290000,44,08,557,97
084300000,44,08,43,12
084310000,44,08,106,20
084320000,44,08,100,18
084330000,44,08,63,18
084340000,44,08,51,9
084350000,44,08,879,201
084360000,44,08,398,85
084370000,44,08,173,27
084380000,44,08,113,22
084390000,44,08,159,34
084400000,44,08,158,29
084430000,44,08,108,16
084440000,44,08,107,22
084450000,44,08,383,76
084460000,44,08,101,19
084480000,44,08,1071,186
084490000,44,08,600,121
084500000,44,08,221,41
084510000,44,08,393,92
084520000,44,08,248,59
084530000,44,08,95,11
084540000,44,08,85,12
084550000,44,08,94,26
084560000,44,08,214,54
084570000,44,08,1057,201
084580000,44,08,178,34
084590000,44,08,143,24
084600000,44,08,170,32
084610000,44,08,201,27
084620000,44,08,132,29
084630000,44,08,55,2
084640000,44,08,86,14
084650000,44,08,52,11
084660000,44,08,88,12
084670000,44,08,110,25
084680000,44,08,197,39
084690000,44,08,521,113
084700000,44,08,74,3
084710000,44,08,26,4
084720000,44,08,306,81
084730000,44,08,328,85
084750000,44,08,337,59
084760000,44,08,413,91
084770000,44,08,91,14
084780000,44,08,237,46
084790000,44,08,179,39
084800000,44,08,3596,612
084810000,44,08,236,47
084820000,44,08,105,19
084830000,44,08,517,107
084840000,44,08,77,11
084850000,44,08,201,48
084860000,44,08,1587,319
084870000,44,08,2048,393
084880000,44,08,3034,593
084890000,44,08,220,34
084900101,44,08,1927,284
084900102,44,08,2077,279
084910000,44,08,3305,606
084920000,44,08,291,63
084930000,44,08,325,45
084940000,44,08,507,72
084960000,44,08,117,24
084970000,44,08,1297,224
084980000,44,08,363,56
084990000,44,08,358,100
085000000,44,08,61,10
085010000,44,08,48,9
085020000,44,08,112,24
085030000,44,08,141,27
090010000,76,09,58,6
090020000,76,09,632,123
090030000,76,09,408,48
090040000,76,09,132,19
090050000,76,09,122,13
090060000,76,09,55,7
090070000,76,09,71,10
090080000,76,09,112,11
090090000,76,09,237,65
090110000,76,09,61,9
090120000,76,09,29,10
090130000,76,09,60,11
090140000,76,09,196,27
090150000,76,09,724,115
090160000,76,09,205,41
090170000,76,09,108,18
090180000,76,09,80,14
090190000,76,09,569,99
090200000,76,09,52,3
090210000,76,09,143,29
090220000,76,09,237,50
090230000,76,09,158,35
090240000,76,09,225,26
090250000,76,09,64,5
090260000,76,09,132,12
090270000,76,09,72,12
090280000,76,09,56,4
090290000,76,09,154,20
090300000,76,09,544,62
090310000,76,09,42,7
090320000,76,09,1244,154
090330000,76,09,41,4
090340000,76,09,21,4
090350000,76,09,199,28
090370000,76,09,40,6
090380000,76,09,378,72
090390000,76,09,339,58
090400000,76,09,281,59
090410000,76,09,182,23
090420000,76,09,960,141
090430000,76,09,715,84
090440000,76,09,165,27
090450000,76,09,190,28
090460000,76,09,75,7
090470000,76,09,1011,140
090480000,76,09,66,10
090490000,76,09,176,33
090500000,76,09,482,101
090510000,76,09,144,16
090520000,76,09,166,29
090530000,76,09,19,4
090540000,76,09,313,37
090550000,76,09,97,12
090560000,76,09,338,64
090570000,76,09,310,48
090580000,76,09,203,26
090590000,76,09,125,12
090600000,76,09,722,126
090610000,76,09,513,97
090620000,76,09,165,19
090630000,76,09,103,7
090640000,76,09,35,3
090650000,76,09,194,24
090660000,76,09,644,113
090670000,76,09,208,41
090680000,76,09,41,5
090690000,76,09,28,0
090700000,76,09,340,32
090710000,76,09,233,40
090720000,76,09,29,4
090730000,76,09,180,29
090740000,76,09,145,23
090750000,76,09,267,34
090760000,76,09,212,45
090770000,76,09,174,19
090780000,76,09,80,2
090790000,76,09,773,156
090800000,76,09,161,27
090810000,76,09,275,71
090820000,76,09,450,59
090830000,76,09,30,4
090840000,76,09,92,16
090850000,76,09,419,45
090860000,76,09,312,40
090870000,76,09,63,12
090880000,76,09,13,0
090890000,76,09,54,8
090900000,76,09,48,11
090910000,76,09,225,32
090920000,76,09,46,7
090930000,76,09,129,23
090940000,76,09,150,14
090950000,76,09,136,18
090960000,76,09,36,4
090970000,76,09,108,27
090980000,76,09,74,5
090990000,76,09,406,61
091000000,76,09,81,7
091010000,76,09,239,45
091020000,76,09,166,30
091030000,76,09,781,157
091040000,76,09,753,122
091050000,76,09,713,91
091060000,76,09,353,53
091070000,76,09,542,73
091080000,76,09,172,32
091090000,76,09,150,26
091100000,76,09,92,4
091110000,76,09,279,45
091130000,76,09,533,46
091140000,76,09,122,16
091150000,76,09,132,20
091160000,76,09,419,76
091170000,76,09,96,15
091180000,76,09,168,35
091190000,76,09,571,92
091200000,76,09,347,49
091210000,76,09,848,152
091220101,76,09,1360,133
091220102,76,09,2126,245
091220103,76,09,1442,262
091220104,76,09,2218,349
091220105,76,09,1880,326
091220106,76,09,695,99
091230000,76,09,112,15
091240000,76,09,1081,196
091250000,76,09,449,64
091260000,76,09,93,13
091270000,76,09,105,20
091280000,76,09,308,53
091290000,76,09,111,14
091300000,76,09,689,116
091310000,76,09,169,16
091320000,76,09,218,35
091330000,76,09,21,0
091340000,76,09,22,1
091350000,76,09,43,1
091360000,76,09,95,7
091370000,76,09,175,50
091380000,76,09,210,33
091390000,76,09,89,19
091400000,76,09,109,23
091410000,76,09,76,9
091420000,76,09,120,16
091430000,76,09,23,0
091450000,76,09,246,35
091460000,76,09,50,7
091470000,76,09,169,39
091480000,76,09,149,25
091490000,76,09,203,27
091500000,76,09,183,25
091510000,76,09,52,12
091520000,76,09,27,2
091530000,76,09,129,19
091540000,76,09,47,7
091550000,76,09,43,7
091560000,76,09,20,2
091570000,76,09,2490,345
091580000,76,09,234,51
091590000,76,09,68,12
091600101,76,09,2170,313
091600102,76,09,1806,296
091600103,76,09,2270,275
091610000,76,09,609,98
091620000,76,09,26,2
091630000,76,09,79,11
091640000,76,09,501,86
091650000,76,09,231,29
091660000,76,09,101,14
091670000,76,09,2351,417
091680000,76,09,177,34
091690000,76,09,119,24
091700000,76,09,223,54
091710000,76,09,53,5
091720000,76,09,29,3
091730000,76,09,261,51
091740000,76,09,314,71
091750000,76,09,71,16
091760000,76,09,518,58
091770000,76,09,199,27
091780000,76,09,42,9
091790000,76,09,61,16
091800000,76,09,131,19
091810000,76,09,1193,170
091820000,76,09,681,91
091830000,76,09,96,14
091840000,76,09,38,5
091850000,76,09,3810,777
091860000,76,09,104,24
091870000,76,09,368,64
091880000,76,09,1144,212
091890000,76,09,165,24
091900000,76,09,115,18
091920000,76,09,121,19
091930000,76,09,62,0
091940000,76,09,3148,498
091950000,76,09,24,3
091960000,76,09,62,19
091970000,76,09,18,2
091980000,76,09,191,28
091990000,76,09,711,141
092000000,76,09,120,24
092010000,76,09,64,13
092020000,76,09,339,59
092030000,76,09,159,29
092040000,76,09,252,41
092050000,76,09,79,14
092060000,76,09,548,63
092070000,76,09,1423,227
092080000,76,09,122,15
092090000,76,09,1072,160
092100000,76,09,378,71
092110000,76,09,137,17
092120000,76,09,82,9
092130000,76,09,227,47
092140000,76,09,785,109
092150000,76,09,137,20
092160000,76,09,62,13
092170000,76,09,188,20
092180000,76,09,82,6
092190000,76,09,165,24
092200000,76,09,194,32
092210000,76,09,245,38
092220000,76,09,26,11
092230000,76,09,540,79
092240000,76,09,441,85
092250101,76,09,3033,521
092250102,76,09,2201,303
092250103,76,09,494,74
092250104,76,09,2434,543
092250105,76,09,1835,298
092250106,76,09,2066,361
092250107,76,09,3456,630
092260000,76,09,43,6
092270000,76,09,210,29
092280000,76,09,217,40
092290000,76,09,481,76
092300000,76,09,55,2
092310000,76,09,152,20
092320000,76,09,40,4
092330000,76,09,44,8
092340000,76,09,115,21
092350000,76,09,890,135
092360000,76,09,381,69
092370000,76,09,34,1
092380000,76,09,764,168
092390000,76,09,139,9
092400000,76,09,297,34
092410000,76,09,352,49
092420000,76,09,44,4
092430000,76,09,88,15
092440000,76,09,662,149
092450000,76,09,1285,278
092460000,76,09,534,72
092470000,76,09,192,30
092490000,76,09,151,11
092500000,76,09,93,12
092510000,76,09,175,23
092520000,76,09,85,12
092530000,76,09,331,54
092540000,76,09,257,57
092550000,76,09,43,8
092560000,76,09,64,15
092570000,76,09,636,84
092580000,76,09,457,96
092590000,76,09,140,22
092600000,76,09,23,2
092610101,76,09,3346,397
092610102,76,09,2938,451
092620000,76,09,399,46
092630000,76,09,24,4
092640000,76,09,1200,245
092650000,76,09,2857,465
092660000,76,09,59,8
092670000,76,09,133,19
092680000,76,09,1417,150
092690000,76,09,342,57
092700000,76,09,254,47
092710000,76,09,74,7
092720000,76,09,1266,211
092730000,76,09,613,91
092740000,76,09,330,71
092750000,76,09,389,83
092760000,76,09,234,39
092770000,76,09,634,116
092790000,76,09,45,4
092800000,76,09,654,101
092810000,76,09,106,6
092820000,76,09,4658,907
092830000,76,09,398,66
092840000,76,09,180,40
092850000,76,09,719,102
092860000,76,09,23,0
092870000,76,09,10,3
092890000,76,09,1380,239
092900000,76,09,156,19
092910000,76,09,107,19
092920000,76,09,38,4
092930000,76,09,779,115
092940000,76,09,77,15
092950000,76,09,102,8
092960000,76,09,115,14
092970000,76,09,31,3
092980000,76,09,89,9
092990000,76,09,415,72
093000000,76,09,195,25
093010000,76,09,356,57
093020000,76,09,48,3
093030000,76,09,352,35
093040000,76,09,22,3
093050000,76,09,371,56
093060000,76,09,3322,422
093070000,76,09,181,37
093080000,76,09,206,33
093090000,76,09,151,30
093100000,76,09,51,6
093110000,76,09,22,7
093120000,76,09,3071,653
093130000,76,09,142,19
093140000,76,09,265,63
093150000,76,09,120,28
093160000,76,09,92,12
093170000,76,09,20,0
093180000,76,09,116,17
093190000,76,09,124,20
093200000,76,09,35,7
093210000,76,09,345,59
093220000,76,09,311,48
093230000,76,09,93,20
093240000,76,09,3328,610
093250000,76,09,25,1
093260000,76,09,128,14
093270000,76,09,229,36
093280000,76,09,224,33
093290000,76,09,652,112
093300000,76,09,31,5
093310000,76,09,654,139
093320000,76,09,2359,384
093340000,76,09,536,81
093350000,76,09,39,2
093360000,76,09,1029,136
093380000,76,09,148,31
093390000,76,09,783,165
093400000,76,09,166,21
093410000,76,09,119,29
093420000,76,09,234,35
100020000,44,10,265,40
100030000,44,10,3600,639
100040000,44,10,255,66
100050000,44,10,277,55
100060000,44,10,2870,489
100070000,44,10,111,19
100080000,44,10,100,15
100090000,44,10,85,14
100100000,44,10,52,6
100110000,44,10,229,37
100120000,44,10,331,65
100130000,44,10,155,31
100140000,44,10,185,48
100150000,44,10,319,82
100170000,44,10,137,31
100180000,44,10,931,159
100190000,44,10,399,73
100200000,44,10,507,107
100210000,44,10,154,29
100220000,44,10,216,45
100230000,44,10,202,40
100240000,44,10,145,23
100250000,44,10,169,25
100260000,44,10,39,7
100270000,44,10,69,11
100280000,44,10,124,12
100290000,44,10,157,29
100300000,44,10,1351,323
100310000,44,10,417,91
100320000,44,10,327,46
100330101,44,10,1605,193
100330102,44,10,986,192
100330103,44,10,2423,351
100340000,44,10,3095,528
100350000,44,10,788,105
100370000,44,10,459,109
100380000,44,10,180,37
100390000,44,10,123,22
100400000,44,10,192,28
100410000,44,10,62,5
100420000,44,10,249,41
100430000,44,10,134,29
100440000,44,10,32,5
100450000,44,10,196,41
100460000,44,10,102,20
100470000,44,10,42,7
100480000,44,10,176,25
100490000,44,10,555,163
